x, y, z
0.159172,0.900905,0.354655
0.960001,0.449807,0.216209
0.26844,0.254649,0.926916
0.4133,0.531024,0.550199
0.601501,0.490576,0.0451962
0.733787,0.215533,0.330006
0.0267505,0.00776946,0.948215
0.474125,0.761039,0.159587
0.408733,0.720641,0.416937
0.736402,0.920922,0.470208
0.808269,0.0800944,0.371113
0.162924,0.0400952,0.82092
0.379133,0.308535,0.0755698
0.306049,0.721836,0.606594
0.856248,0.323336,0.0971701
0.901444,0.0571236,0.312703
0.23145,0.0838741,0.320473
0.179665,0.557999,0.0815112
0.339252,0.966732,0.802152
0.756189,0.703135,0.723074
0.226397,0.511404,0.803168
0.59751,0.674328,0.843264
0.418431,0.0534607,0.151799
0.494,0.359509,0.873635
0.100594,0.215757,0.196971
0.197764,0.1172,0.254095
0.510467,0.34865,0.337969
0.83094,0.528315,0.895968
0.912451,0.867567,0.862701
0.714603,0.623756,0.565835
0.437677,0.850153,0.077239
0.240846,0.447663,0.751567
0.0841056,0.866083,0.805023
0.236709,0.360119,0.165427
0.109543,0.460687,0.380294
0.306514,0.658453,0.497495
0.560609,0.168919,0.846144
0.898577,0.999859,0.374459
0.794545,0.91231,0.242026
0.657246,0.626913,0.865782
0.223081,0.0645903,0.715935
0.300318,0.305435,0.1636
0.0518869,0.389545,0.0296908
0.856915,0.625454,0.389784
0.021451,0.734996,0.850472
0.401745,0.0415101,0.508923
0.89924,0.602118,0.677842
0.745368,0.500713,0.677691
0.119843,0.295241,0.59001
0.361869,0.952488,0.216923
0.227651,0.175568,0.281514
0.943585,0.475888,0.58695
0.107183,0.527775,0.976495
0.136874,0.38469,0.601948
0.526658,0.406141,0.336945
0.37713,0.807887,0.378455
0.886053,0.707126,0.980573
0.563884,0.452506,0.481271
0.241596,0.572352,0.776511
0.831606,0.93422,0.728998
0.0485295,0.161871,0.904566
0.330043,0.105456,0.380454
0.916993,0.212639,0.90823
0.893487,0.349512,0.292919
0.495435,0.87617,0.699059
0.832381,0.2533,0.506947
0.210835,0.139353,0.214073
0.191409,0.703248,0.666582
0.672678,0.944844,0.238934
0.449189,0.77645,0.173154
0.178187,0.82498,0.335025
0.0827528,0.155023,0.440481
0.463207,0.0720154,0.65312
0.371437,0.965503,0.00263286
0.664356,0.460939,0.878803
0.363416,0.293319,0.132103
0.870363,0.504155,0.271457
0.0844359,0.695563,0.974705
0.751018,0.368242,0.919549
0.989951,0.81743,0.695999
0.163106,0.995617,0.520979
0.498131,0.07837,0.676002
0.938612,0.541577,0.748017
0.591733,0.913014,0.71352
0.594366,0.57737,0.174459
0.473169,0.940786,0.467778
0.605272,0.811149,0.971933
0.876729,0.895585,0.667496
0.851434,0.646603,0.0357378
0.770983,0.636554,0.853168
0.466982,0.79966,0.848785
0.987961,0.297791,0.927155
0.663963,0.236403,0.468732
0.41198,0.828138,0.381748
0.1255,0.422501,0.959116
0.299958,0.89567,0.899902
0.767736,0.500942,0.711051
0.739669,0.377671,0.606635
0.407165,0.229105,0.253239
0.442903,8.75523e-05,0.889793
0.296072,0.467061,0.689443
0.144856,0.45503,0.987244
0.0720119,0.118993,0.223647
0.540744,0.530972,0.0517828
0.922491,0.656472,0.474284
0.881606,0.95643,0.369954
0.781508,0.724166,0.870896
0.492559,0.463835,0.248567
0.0991952,0.871,0.477672
0.352434,0.313903,0.47776
0.242228,0.609974,0.944829
