x, y, z
0.101071,0.852542,0.794606
0.9197,0.813028,0.19459
0.444374,0.654311,0.598653
0.0751536,0.836445,0.168717
0.92993,0.74066,0.928338
0.864465,0.123528,0.99675
0.556581,0.512949,0.0316079
0.389957,0.228104,0.918812
0.577732,0.70828,0.954098
0.38359,0.0772423,0.0298781
0.586822,0.178313,0.88242
0.381424,0.0980086,0.695453
0.576019,0.542387,0.349758
0.174692,0.617529,0.186191
0.343388,0.547471,0.926863
0.271726,0.411936,0.050392
0.268477,0.96852,0.563362
0.300109,0.358478,0.791468
0.218921,0.936209,0.499747
0.172991,0.319831,0.57699
0.202897,0.906621,0.755299
0.0853167,0.28805,0.853316
0.780764,0.86407,0.395701
0.130521,0.0387409,0.0132444
0.316777,0.382089,0.560793
0.243585,0.653856,0.972651
0.293978,0.922332,0.941171
0.857341,0.22244,0.299649
0.648806,0.441359,0.235859
0.148557,0.61438,0.555656
0.725546,0.817277,0.462278
0.480856,0.902592,0.750337
0.334163,0.683358,0.614398
0.729864,0.813885,0.653143
0.74311,0.130603,0.0352677
0.303825,0.374189,0.689123
0.276478,0.668162,0.611453
0.217648,0.52551,0.833896
0.517297,0.174317,0.275256
0.753154,0.322873,0.889637
0.308811,0.0484184,0.706914
0.771108,0.529298,0.609501
0.521324,0.863461,0.292837
0.135817,0.593296,0.106746
0.788955,0.336406,0.237349
0.824223,0.640232,0.611539
0.513479,0.916669,0.279296
0.124801,0.134356,0.805216
0.958699,0.651656,0.979529
0.233952,0.404807,0.302406
0.123589,0.713618,0.350824
0.830477,0.484702,0.880132
0.440011,0.00612652,0.743521
0.732878,0.141943,0.336817
0.839624,0.930898,0.673224
0.0769739,0.75512,0.313456
0.688034,0.269016,0.22968
0.968221,0.393267,0.364521
0.773436,0.351962,0.0161725
0.752969,0.585914,0.420979
0.0553743,0.709503,0.134597
0.406199,0.540006,0.619305
0.286286,0.980002,0.625441
0.0298095,0.712895,0.767373
0.366627,0.55252,0.698272
0.0398514,0.629494,0.453392
0.353308,0.318008,0.72186
0.583473,0.286228,0.115125
0.947991,0.0596644,0.467088
0.964164,0.812633,0.0530029
0.385143,0.868008,0.762506
0.51974,0.274206,0.302512
0.139045,0.560496,0.282529
0.764477,0.590306,0.995425
0.531851,0.956933,0.547944
0.230122,0.996785,0.177438
0.683513,0.35009,0.495448
0.405373,0.933563,0.781674
0.520499,0.881555,0.841338
0.987587,0.845719,0.653971
0.0405904,0.230862,0.521979
0.803096,0.750603,0.796185
0.105608,0.889648,0.356681
0.388136,0.65412,0.94699
0.383562,0.185976,0.90392
0.931507,0.416098,0.900705
0.108945,0.0996122,0.250796
0.604392,0.504986,0.18436
0.386065,0.0254845,0.0659155
0.227404,0.0130722,0.911634
0.881375,0.0536625,0.142497
0.403354,0.856759,0.8931
0.199539,0.962379,0.782771
0.55622,0.350504,0.436872
0.503206,0.734066,0.622847
0.407126,0.665573,0.0389451
0.306169,0.773274,0.135321
0.558627,0.37891,0.643543
0.742987,0.764977,0.669031
0.808903,0.992379,0.682099
0.720538,0.873754,0.735761
0.863034,0.277107,0.592521
0.756139,0.476632,0.554892
0.538881,0.0328669,0.905392
0.975754,0.53607,0.639456
0.598601,0.943199,0.305031
0.63754,0.251033,0.0795555
0.776103,0.809657,0.458459
0.419646,0.552644,0.223434
0.0886735,0.361547,0.215813
0.770772,0.0820835,0.0895675
0.506535,0.945118,0.366677
0.0990607,0.701252,0.843319
0.653907,0.240087,0.876146
0.559372,0.215901,0.412273
0.198794,0.814486,0.355463
