x, y, z
0.101071,0.852542,0.794607
0.9197,0.813028,0.19459
0.444374,0.654311,0.598653
0.0751537,0.836445,0.168717
0.92993,0.74066,0.928338
0.864465,0.123529,0.99675
0.556584,0.512968,0.0316298
0.389957,0.228105,0.918812
0.577732,0.708279,0.954098
0.38359,0.0772424,0.029878
0.586822,0.178313,0.88242
0.381428,0.0980125,0.695448
0.576019,0.542387,0.349758
0.174673,0.61754,0.186201
0.343388,0.547471,0.926862
0.271726,0.411936,0.050392
0.268476,0.96852,0.563363
0.300109,0.358477,0.791468
0.218921,0.936209,0.499747
0.173016,0.319802,0.57699
0.202897,0.906621,0.755302
0.0853167,0.28805,0.853316
0.780764,0.864069,0.395703
0.130522,0.0387407,0.0132439
0.316729,0.382125,0.560723
0.243586,0.653855,0.972651
0.293978,0.922332,0.941171
0.857341,0.22244,0.299649
0.648808,0.441361,0.235858
0.148556,0.61438,0.555657
0.725545,0.817278,0.462278
0.480849,0.902594,0.75033
0.334164,0.683358,0.614398
0.729866,0.81388,0.653139
0.74311,0.130603,0.0352677
0.303825,0.37419,0.689123
0.276476,0.668167,0.611455
0.217648,0.525509,0.833895
0.517297,0.174317,0.275256
0.753154,0.322873,0.889637
0.308811,0.0484184,0.706914
0.771092,0.52927,0.609508
0.521409,0.863433,0.292864
0.135816,0.593296,0.106746
0.788955,0.336407,0.23735
0.824223,0.640232,0.611539
0.513359,0.916704,0.279668
0.124801,0.134356,0.805216
0.958696,0.651653,0.979532
0.233952,0.404807,0.302406
0.123589,0.713618,0.350824
0.8305,0.484707,0.880095
0.440011,0.0061263,0.743521
0.732878,0.141943,0.336817
0.839624,0.930898,0.673224
0.0769741,0.755121,0.313456
0.688514,0.268466,0.230164
0.96822,0.393267,0.36452
0.773436,0.351963,0.0161724
0.752969,0.585914,0.420979
0.0553746,0.709503,0.134597
0.406199,0.540006,0.619305
0.286289,0.980016,0.625432
0.0298101,0.712895,0.767374
0.366627,0.55252,0.698272
0.0398514,0.629494,0.453392
0.353307,0.318008,0.721859
0.583472,0.286228,0.115126
0.947992,0.0596641,0.467088
0.964164,0.812633,0.0530029
0.385143,0.868007,0.762506
0.51974,0.274206,0.302512
0.139045,0.560496,0.282529
0.764477,0.590306,0.995425
0.531851,0.956933,0.547945
0.230122,0.996785,0.177439
0.683515,0.350092,0.495446
0.405373,0.933564,0.781674
0.520499,0.881555,0.841338
0.987587,0.845719,0.653971
0.0405903,0.230862,0.521979
0.803096,0.750603,0.796185
0.105608,0.889648,0.356681
0.388137,0.654124,0.946987
0.383562,0.185975,0.90392
0.931507,0.416098,0.900705
0.108945,0.0996122,0.250797
0.604391,0.504986,0.18436
0.386066,0.0254847,0.0659153
0.227404,0.0130722,0.911634
0.881375,0.0536625,0.142497
0.403354,0.856759,0.8931
0.199539,0.962368,0.78275
0.55622,0.350504,0.436872
0.503206,0.734066,0.622848
0.407126,0.665573,0.0389451
0.30774,0.774451,0.138381
0.558627,0.37891,0.643543
0.742987,0.764976,0.669028
0.808903,0.992379,0.6821
0.720537,0.873755,0.735762
0.863034,0.277108,0.592521
0.756134,0.476646,0.554888
0.538881,0.0328669,0.905392
0.975753,0.536073,0.639458
0.598601,0.943199,0.305031
0.637546,0.25103,0.0795493
0.776103,0.809657,0.458459
0.419646,0.552644,0.223434
0.0886735,0.361547,0.215813
0.770773,0.0820838,0.0895679
0.506535,0.945118,0.366676
0.0990567,0.701251,0.843323
0.65394,0.240127,0.876186
0.55934,0.215887,0.412264
0.198794,0.814486,0.355463
0.503826,0.452032,0.606494
0.583371,0.228133,0.41615
0.0418332,0.647781,0.968795
0.265267,0.736455,0.330342
0.481081,0.507228,0.412426
0.570649,0.0137632,0.357543
0.937325,0.11282,0.0587942
0.780648,0.766763,0.298926
0.65684,0.3261,0.514811
0.0691031,0.524894,0.329297
0.424566,0.028719,0.781329
0.0310594,0.612094,0.0094644
0.44721,0.653927,0.657245
0.416005,0.919194,0.3937
0.746347,0.400275,0.900928
0.158772,0.970923,0.914691
0.516316,0.908248,0.0275104
0.575109,0.688896,0.794274
0.874037,0.345735,0.120373
0.388847,0.414839,0.645267
0.718145,0.839405,0.673986
0.499484,0.870462,0.286083
0.50894,0.317675,0.940006
0.166184,0.733679,0.8592
0.559884,0.480026,0.259475
0.460812,0.638798,0.230398
0.375503,0.155114,0.138646
0.403014,0.730223,0.827542
0.197285,0.604261,0.17328
0.317661,0.993107,0.588118
0.962928,0.711252,0.427523
0.636914,0.210726,0.297988
0.922993,0.719665,0.615663
0.863,0.885848,0.349341
0.7222,0.445733,0.829368
0.981675,0.906545,0.468166
0.212073,0.282048,0.62328
0.350719,0.685061,0.353503
0.178262,0.882349,0.957763
0.351541,0.200009,0.950869
0.939658,0.162937,0.662121
0.367182,0.799851,0.872848
0.66517,0.722844,0.592512
0.280845,0.585817,0.47833
0.630174,0.308045,0.924094
0.459542,0.28972,0.830639
0.927708,0.501793,0.112687
0.550987,0.852513,0.797748
0.90449,0.0307747,0.680097
0.862253,0.382315,0.880107
0.813122,0.321974,0.0430435
0.475244,0.689156,0.842894
0.34809,0.354327,0.56574
0.940603,0.635157,0.151583
0.418964,0.265331,0.459627
0.343058,0.724873,0.749347
0.173697,0.652581,0.251141
0.286384,0.203569,0.103653
0.0841329,0.108059,0.134428
0.76423,0.970313,0.516744
0.644337,0.783434,0.838717
0.68738,0.258678,0.527873
0.530275,0.606769,0.882198
0.0960131,0.547373,0.517355
0.247596,0.966337,0.782687
0.707225,0.309392,0.507563
0.456571,0.483093,0.160142
0.707712,0.769478,0.363711
0.811365,0.853611,0.47177
0.945793,0.617841,0.442082
0.462537,0.262177,0.225516
0.301254,0.949558,0.484195
0.829127,0.479832,0.0909633
0.711325,0.575846,0.638336
0.228681,0.823441,0.604674
0.0113679,0.530664,0.91407
0.518928,0.987235,0.397163
0.67907,0.694947,0.166641
0.0427807,0.506312,0.0202516
0.51455,0.452105,0.638091
0.956632,0.914642,0.900269
0.182148,0.215896,0.849827
0.666343,0.0450235,0.329659
0.757298,0.756351,0.905505
0.395644,0.98503,0.728945
0.000318009,0.996397,0.259609
0.914388,0.515326,0.246845
0.311552,0.194396,0.941792
0.478193,0.237177,0.448104
0.498444,0.751727,0.900209
0.136249,0.708387,0.814896
0.0368061,0.890507,0.0307471
0.886633,0.55685,0.0757707
0.216292,0.314157,0.83212
0.122084,0.709772,0.817105
0.850741,0.710118,0.813547
0.110351,0.624506,0.328872
0.357195,0.936058,0.523269
0.298987,0.41425,0.760445
0.747091,0.912695,0.512172
