x, y, z
0.159173,0.900903,0.354654
0.960001,0.449807,0.216209
0.26844,0.254649,0.926916
0.4133,0.531024,0.550199
0.601501,0.490576,0.0451962
0.733787,0.215533,0.330006
0.0267506,0.00776948,0.948215
0.47231,0.76216,0.160574
0.408733,0.720642,0.416937
0.736402,0.920922,0.470208
0.80827,0.080094,0.371113
0.162924,0.0400952,0.82092
0.379126,0.308529,0.0755923
0.306048,0.721836,0.606594
0.856247,0.323337,0.0971701
0.901443,0.057122,0.312705
0.231448,0.0838761,0.32047
0.179665,0.557999,0.0815111
0.339252,0.966732,0.802152
0.756189,0.703135,0.723074
0.2264,0.511411,0.803163
0.597513,0.674326,0.843265
0.41843,0.0534607,0.151799
0.494,0.359509,0.873635
0.100594,0.215757,0.196971
0.197805,0.117267,0.253989
0.510474,0.348676,0.337968
0.83094,0.528315,0.895968
0.912451,0.867567,0.862701
0.714603,0.623756,0.565835
0.437677,0.850153,0.0772392
0.240845,0.447665,0.751569
0.0841093,0.866093,0.805028
0.23591,0.360092,0.164537
0.109543,0.460687,0.380294
0.306514,0.658452,0.497494
0.560609,0.168919,0.846144
0.898577,0.99986,0.374457
0.794545,0.91231,0.242026
0.657243,0.626915,0.865781
0.223081,0.0645902,0.715935
0.300325,0.305436,0.163594
0.0518872,0.389545,0.0296905
0.856915,0.625454,0.389784
0.0214515,0.734996,0.850472
0.401745,0.0415101,0.508923
0.89924,0.602118,0.677843
0.745629,0.500699,0.678067
0.119843,0.295243,0.590011
0.361869,0.952487,0.216923
0.227646,0.175559,0.281507
0.943585,0.475888,0.58695
0.107183,0.527775,0.976495
0.136873,0.384688,0.601948
0.526651,0.406116,0.336945
0.377491,0.808095,0.378489
0.886052,0.707125,0.980574
0.563895,0.452509,0.481269
0.241593,0.572342,0.776515
0.831607,0.934219,0.728996
0.0485294,0.161871,0.904566
0.330043,0.105456,0.380454
0.916993,0.212639,0.90823
0.893488,0.349513,0.292919
0.495436,0.876171,0.699061
0.832381,0.2533,0.506947
0.2108,0.139294,0.214187
0.191409,0.703248,0.666582
0.672678,0.944844,0.238934
0.451004,0.775329,0.172167
0.178186,0.824983,0.335026
0.0827528,0.155023,0.440481
0.463461,0.0720615,0.653286
0.371437,0.965503,0.00263278
0.664356,0.460939,0.878803
0.363416,0.293327,0.132084
0.870363,0.504155,0.271457
0.0844359,0.695563,0.974705
0.751018,0.368242,0.919549
0.989951,0.817431,0.695999
0.163106,0.995617,0.520979
0.497877,0.0783238,0.675836
0.938612,0.541577,0.748017
0.591732,0.913014,0.71352
0.594366,0.57737,0.174459
0.473169,0.940786,0.467778
0.605272,0.811149,0.971933
0.876728,0.895586,0.667498
0.851434,0.646604,0.0357368
0.770983,0.636554,0.853168
0.466982,0.79966,0.848785
0.987961,0.297791,0.927155
0.663963,0.236403,0.468732
0.411619,0.827926,0.381712
0.125499,0.422501,0.959116
0.299958,0.89567,0.899902
0.767491,0.50094,0.710685
0.739669,0.377671,0.606636
0.407165,0.229105,0.253239
0.442903,8.75065e-05,0.889793
