x, y, z
0.159174,0.9009,0.354653
0.960001,0.449807,0.216209
0.26844,0.254649,0.926916
0.4133,0.531024,0.550199
0.601501,0.490576,0.0451963
0.733787,0.215533,0.330006
0.0267506,0.0077695,0.948215
0.469238,0.764059,0.162246
0.408733,0.720643,0.416937
0.736402,0.920922,0.470208
0.80827,0.0800939,0.371113
0.162924,0.0400953,0.82092
0.37912,0.308524,0.0756135
0.306048,0.721835,0.606594
0.856247,0.323337,0.0971701
0.901443,0.0571205,0.312707
0.231447,0.083878,0.320467
0.179665,0.557999,0.081511
0.339252,0.966732,0.802152
0.756189,0.703135,0.723074
0.226402,0.511418,0.803157
0.597515,0.674324,0.843266
0.41843,0.0534606,0.151799
0.494,0.359509,0.873635
0.100594,0.215757,0.196971
0.197843,0.11733,0.253889
0.510481,0.3487,0.337968
0.83094,0.528315,0.895968
0.912451,0.867567,0.8627
0.714603,0.623756,0.565835
0.437677,0.850152,0.0772394
0.240845,0.447667,0.75157
0.0841092,0.866093,0.805028
0.235912,0.360091,0.164537
0.109543,0.460687,0.380294
0.306514,0.658452,0.497494
0.560609,0.168919,0.846144
0.898577,0.999862,0.374456
0.794545,0.91231,0.242026
0.657241,0.626917,0.86578
0.223081,0.0645902,0.715935
0.30033,0.305436,0.163591
0.0518875,0.389546,0.0296902
0.856915,0.625454,0.389784
0.0214515,0.734996,0.850472
0.401745,0.04151,0.508923
0.89924,0.602118,0.677843
0.745871,0.500701,0.678428
0.119843,0.295244,0.590011
0.361869,0.952487,0.216923
0.227643,0.175551,0.281502
0.943585,0.475888,0.58695
0.107183,0.527774,0.976495
0.136873,0.384687,0.601948
0.526644,0.406092,0.336946
0.377846,0.808301,0.378523
0.886052,0.707124,0.980575
0.563895,0.452509,0.481269
0.241591,0.572333,0.776519
0.831608,0.934219,0.728995
0.0485293,0.161871,0.904566
0.330043,0.105456,0.380454
0.916993,0.212639,0.90823
0.893488,0.349513,0.292919
0.495437,0.876171,0.699061
0.832381,0.2533,0.506947
0.210766,0.139237,0.214296
0.191409,0.703248,0.666582
0.672678,0.944844,0.238934
0.454076,0.77343,0.170495
0.178185,0.824986,0.335027
0.0827528,0.155023,0.440481
0.463706,0.0721062,0.653447
0.371437,0.965503,0.00263271
0.664356,0.460939,0.878803
0.363416,0.293333,0.132067
0.870364,0.504154,0.271456
0.0844359,0.695563,0.974705
0.751018,0.368242,0.919549
0.989951,0.817431,0.695999
0.163106,0.995617,0.520979
0.497632,0.0782791,0.675675
0.938612,0.541578,0.748016
0.591732,0.913013,0.71352
0.594366,0.57737,0.174459
0.473169,0.940786,0.467778
0.605272,0.811149,0.971933
0.876727,0.895587,0.667499
0.851435,0.646605,0.0357358
0.770982,0.636554,0.853168
0.466982,0.79966,0.848785
0.987961,0.29779,0.927155
0.663963,0.236403,0.468732
0.411264,0.82772,0.381679
0.125499,0.422502,0.959116
0.299958,0.89567,0.899902
0.767249,0.500937,0.710323
0.739669,0.377671,0.606636
0.407165,0.229105,0.253239
0.442903,8.74633e-05,0.889793
