x, y, z
0.159172,0.900906,0.354655
0.960001,0.449807,0.216209
0.26844,0.254649,0.926916
0.4133,0.531024,0.550199
0.601501,0.490576,0.0451962
0.733787,0.215533,0.330006
0.0267505,0.00776946,0.948215
0.474125,0.761039,0.159587
0.408733,0.720641,0.416937
0.736402,0.920922,0.470208
0.808269,0.0800942,0.371113
0.162924,0.0400952,0.82092
0.379133,0.308535,0.0755697
0.306049,0.721836,0.606594
0.856247,0.323337,0.0971701
0.901444,0.0571235,0.312703
0.23145,0.0838741,0.320473
0.179665,0.557999,0.0815112
0.339252,0.966732,0.802152
0.756189,0.703135,0.723074
0.226397,0.511404,0.803168
0.59751,0.674328,0.843264
0.418431,0.0534608,0.151799
0.494,0.359509,0.873635
0.100594,0.215757,0.196971
0.197764,0.1172,0.254095
0.510467,0.34865,0.337969
0.83094,0.528315,0.895968
0.912451,0.867567,0.862701
0.714603,0.623756,0.565835
0.437677,0.850153,0.077239
0.240846,0.447663,0.751567
0.0841093,0.866093,0.805028
0.235908,0.360094,0.164537
0.109543,0.460687,0.380294
0.306514,0.658451,0.497494
0.560609,0.168919,0.846144
0.898577,0.999859,0.374459
0.794545,0.91231,0.242026
0.657246,0.626913,0.865782
0.223081,0.0645903,0.715935
0.30032,0.305436,0.163597
0.0518869,0.389545,0.0296908
0.856915,0.625454,0.389784
0.0214515,0.734996,0.850472
0.401745,0.0415101,0.508923
0.899239,0.602119,0.677842
0.745383,0.500696,0.677701
0.119843,0.295241,0.59001
0.361869,0.952487,0.216923
0.227651,0.175568,0.281514
0.943585,0.475888,0.58695
0.107183,0.527775,0.976495
0.136874,0.38469,0.601948
0.526658,0.406141,0.336945
0.37713,0.807886,0.378455
0.886053,0.707126,0.980573
0.563895,0.452509,0.481269
0.241596,0.572352,0.776511
0.831606,0.93422,0.728998
0.0485295,0.161871,0.904566
0.330043,0.105456,0.380454
0.916993,0.212639,0.90823
0.893487,0.349512,0.292919
0.495436,0.87617,0.69906
0.832381,0.2533,0.506947
0.210835,0.139353,0.214073
0.191409,0.703248,0.666582
0.672678,0.944844,0.238934
0.449189,0.77645,0.173154
0.178187,0.82498,0.335025
0.0827528,0.155023,0.440481
0.463207,0.0720154,0.65312
0.371437,0.965503,0.00263286
0.664356,0.460939,0.878803
0.363416,0.293319,0.132103
0.870363,0.504155,0.271457
0.0844359,0.695563,0.974705
0.751018,0.368242,0.919549
0.989951,0.81743,0.695999
0.163106,0.995617,0.520979
0.498131,0.07837,0.676002
0.938612,0.541577,0.748017
0.591733,0.913014,0.71352
0.594366,0.57737,0.174459
0.473169,0.940786,0.467778
0.605272,0.811149,0.971933
0.876729,0.895585,0.667496
0.851434,0.646603,0.0357378
0.770983,0.636554,0.853168
0.466982,0.79966,0.848785
0.987961,0.297791,0.927155
0.663963,0.236403,0.468732
0.41198,0.828136,0.381746
0.125499,0.422501,0.959116
0.299958,0.89567,0.899902
0.767736,0.500942,0.711051
0.739669,0.377671,0.606636
0.407165,0.229105,0.253239
0.442903,8.75527e-05,0.889793
0.296071,0.467069,0.689453
0.144857,0.45503,0.987244
0.0720119,0.118993,0.223647
0.540744,0.530972,0.0517828
0.922491,0.656472,0.474284
0.881606,0.95643,0.369954
0.781508,0.724166,0.870896
0.492559,0.463835,0.248567
0.0991951,0.871,0.477672
0.352434,0.313903,0.47776
0.242227,0.609974,0.944829
0.931681,0.75483,0.399859
0.918925,0.826842,0.518852
0.142572,0.367587,0.0498247
0.194355,0.290077,0.706297
0.668639,0.171684,0.662727
0.0385927,0.953192,0.386893
0.909489,0.445751,0.850728
0.158056,0.544946,0.721728
0.635728,0.89738,0.0356306
0.113488,0.139608,0.645604
0.0583172,0.0712882,0.400435
0.458177,0.990213,0.227277
0.977029,0.132785,0.594864
0.0268537,0.327139,0.884941
0.73315,0.995778,0.0566245
0.395877,0.0343707,0.00981637
0.78277,0.94386,0.455567
0.633498,0.101916,0.000513402
0.355226,0.737644,0.897894
0.390856,0.851132,0.0375011
0.0364605,0.90945,0.108789
0.436895,0.367626,0.0990022
0.664172,0.344655,0.231787
0.259035,0.371509,0.558926
0.143976,0.104659,0.554704
0.200601,0.500536,0.589075
0.210417,0.283306,0.532934
0.665984,0.916804,0.63485
0.666498,0.272029,0.372495
0.564391,0.662885,0.223627
0.601893,0.699346,0.133077
0.710682,0.136241,0.500703
0.809684,0.800413,0.845358
0.0414709,0.0594481,0.216867
0.600397,0.203424,0.321526
0.155101,0.404025,0.822062
0.744176,0.614442,0.105368
0.27711,0.280427,0.0221717
0.91196,0.946925,0.294201
0.284455,0.511316,0.957086
0.508082,0.113209,0.656431
0.641159,0.823891,0.792672
0.141862,0.633575,0.593085
0.98722,0.675045,0.652533
0.204087,0.275442,0.855957
0.525613,0.430543,0.259982
0.347675,0.174719,0.874424
0.453043,0.451829,0.154851
0.475215,0.363789,0.101776
0.769416,0.648244,0.613092
0.726502,0.156326,0.7263
0.382933,0.797485,0.550191
0.175605,0.939347,0.183766
0.76869,0.926566,0.858811
0.421223,0.130653,0.134253
0.27718,0.656266,0.564797
0.537162,0.0039414,0.739516
0.411586,0.456985,0.191345
0.566437,0.9322,0.555134
0.668213,0.701616,0.203379
0.281305,0.428118,0.359705
0.0076052,0.811051,0.15719
0.557796,0.986656,0.0965371
0.741562,0.755346,0.0231035
0.600373,0.176568,0.153757
0.734626,0.453748,0.810023
0.299423,0.99091,0.813964
0.0389391,0.402496,0.270949
0.230284,0.968933,0.203149
0.785419,0.637146,0.904765
0.988798,0.918451,0.332883
0.348503,0.926056,0.143933
0.505693,0.483852,0.130589
0.60223,0.225414,0.885935
0.625334,0.825787,0.0625034
0.779091,0.560413,0.516251
0.589113,0.859836,0.507161
0.403078,0.898775,0.909657
0.674027,0.129059,0.87859
0.877176,0.914478,0.515736
0.781941,0.903275,0.434187
0.114823,0.251778,0.360243
0.258757,0.757472,0.844096
0.389346,0.359702,0.0695098
0.275281,0.985036,0.895297
0.337785,0.764127,0.455709
0.854036,0.35324,0.315545
0.361197,0.756318,0.21432
0.270854,0.430344,0.34338
0.149444,0.30752,0.257858
0.66518,0.0894608,0.161133
0.0993675,0.204284,0.412911
0.459611,0.463041,0.170383
0.303707,0.852387,0.530085
0.373217,0.127669,0.515121
0.268513,0.465453,0.279248
0.724223,0.31949,0.632488
0.0397681,0.680687,0.388806
0.254089,0.951541,0.81915
0.597468,0.100985,0.12667
0.855326,0.766165,0.216131
0.0164589,0.865532,0.420415
0.42937,0.325143,0.883456
0.599753,0.62885,0.735843
0.129838,0.00206704,0.863512
0.644959,0.27058,0.328966
0.924207,0.994803,0.648455
0.556695,0.0345711,0.329142
0.945501,0.28866,0.280683
0.764651,0.886128,0.381667
0.891321,0.741454,0.147832
0.107452,0.757913,0.0133649
0.527867,0.187283,0.338508
0.411323,0.787036,0.967359
0.147167,0.916875,0.969426
0.0106789,0.561834,0.240006
0.339645,0.486041,0.234809
0.9881,0.0427363,0.26938
0.317242,0.988237,0.55804
0.597924,0.752888,0.444168
0.979592,0.644209,0.185622
0.127424,0.751661,0.943535
0.140789,0.279529,0.130818
0.479298,0.690852,0.917854
0.446656,0.838019,0.834729
0.416082,0.848697,0.396563
0.656088,0.188342,0.882604
0.890897,0.176442,0.92534
0.160277,0.493684,0.913578
0.718317,0.091608,0.666466
0.162485,0.0711999,0.310675
0.348107,0.198624,0.0623367
0.291642,0.339413,0.341865
0.42246,0.818711,0.0327171
0.340314,0.265367,0.870736
0.175043,0.681449,0.719433
0.571606,0.337537,0.907775
0.45421,0.228434,0.084217
0.37955,0.388711,0.577901
0.293128,0.107028,0.669509
0.959594,0.269513,0.740708
0.270269,0.61762,0.939333
0.332606,0.909261,0.278746
0.674471,0.331721,0.0974565
0.707188,0.672035,0.362823
0.577924,0.847078,0.0442724
0.297357,0.418684,0.381809
0.205132,0.872894,0.610243
0.289349,0.252444,0.998955
0.867249,0.545572,0.105983
0.536758,0.505166,0.375496
0.277466,0.775435,0.993115
0.216799,0.10804,0.902377
0.495545,0.782511,0.234098
0.593001,0.489699,0.906133
0.955825,0.0676225,0.753212
9.72413e-05,0.364979,0.171896
0.381907,0.570111,0.0447901
0.99215,0.85946,0.297235
0.991105,0.72671,0.842807
0.0970872,0.263468,0.347973
0.472583,0.540934,0.123407
0.465698,0.757733,0.231447
0.368075,0.253278,0.0139585
0.602173,0.846279,0.503657
0.508306,0.802104,0.57128
0.261518,0.802201,0.936259
