x, y, z
0.365741,0.366346,0.97856
0.549915,0.178444,0.882725
0.589323,0.780555,0.832231
0.657942,0.113973,0.586905
0.661464,0.424105,0.355735
0.462391,0.0273873,0.779072
0.663377,0.0245249,0.881418
0.959405,0.0790225,0.609155
0.224145,0.255748,0.29163
0.808668,0.0559641,0.111322
0.326426,0.421705,0.477669
0.304986,0.97162,0.656113
0.187711,0.560944,0.436669
0.019942,0.218886,0.550642
0.606847,0.88035,0.974747
0.962582,0.34274,0.00213414
0.741653,0.00611703,0.026659
0.623071,0.965522,0.105682
0.232227,0.189667,0.361429
0.523857,0.998334,0.417393
0.635179,0.32476,0.839098
0.112848,0.629746,0.810719
0.768961,0.817458,0.371662
0.20563,0.8374,0.590548
0.756272,0.444247,0.470898
0.731019,0.406828,0.813638
0.733153,0.148482,0.819755
0.759812,0.771553,0.785277
0.865494,0.0037798,0.974944
0.226923,0.527637,0.973278
0.644316,0.162816,0.298039
0.483414,0.275664,0.927785
0.294133,0.0446251,0.745243
0.665795,0.250255,0.582643
0.256343,0.00652735,0.0268895
0.727241,0.737546,0.433718
0.540879,0.470699,0.5822
0.360634,0.230511,0.353753
0.145911,0.0960051,0.357533
0.120855,0.322928,0.885169
0.0941332,0.967244,0.047985
0.392172,0.450658,0.323649
0.319957,0.744791,0.368274
0.0651999,0.410586,0.618529
0.647843,0.666929,0.625056
0.674732,0.39417,0.362603
0.10845,0.935049,0.833302
0.69065,0.295683,0.0638135
0.044403,0.441594,0.159819
0.401936,0.562449,0.482747
0.287105,0.656582,0.449991
0.33509,0.0487537,0.900649
0.658739,0.368711,0.64544
0.0270126,0.433911,0.0560263
0.645542,0.0817533,0.722956
0.270598,0.756485,0.117126
0.633201,0.864936,0.0521745
0.466503,0.555586,0.347857
0.530317,0.599989,0.789451
0.690135,0.00192441,0.3519
0.172882,0.289029,0.00848147
0.622872,0.62412,0.0572352
0.523521,0.282858,0.425946
0.168961,0.309871,0.859856
0.224988,0.955413,0.94161
0.947943,0.226011,0.698095
0.065069,0.859212,0.563031
0.117244,0.325715,0.118616
0.465101,0.856031,0.718605
0.254552,0.546166,0.72053
0.606452,0.719048,0.00955905
0.614933,0.341921,0.633679
0.672168,0.865442,0.916537
0.098114,0.0344033,0.226408
0.95797,0.259391,0.181821
0.89958,0.207335,0.407832
0.597675,0.272404,0.267043
0.160706,0.389647,0.592758
0.279323,0.854748,0.448789
0.997928,0.1093,0.994956
0.718457,0.715751,0.714004
0.728016,0.330685,0.0559242
0.361695,0.00285274,0.921366
0.278232,0.100967,0.955769
0.50464,0.0589372,0.215161
0.686461,0.958517,0.422495
0.0942924,0.556193,0.694899
0.361336,0.716899,0.0845456
0.954094,0.996222,0.939294
0.402883,0.994149,0.0485934
0.397839,0.712607,0.764345
0.111842,0.440623,0.0950293
0.167767,0.802318,0.0978821
0.0891327,0.0805503,0.198849
0.0449021,0.58519,0.257786
0.260063,0.271651,0.216303
0.682558,0.365944,0.772496
0.377456,0.727279,0.489395
0.462002,0.681373,0.485617
0.401295,0.0842563,0.479766
