x, y, z
0.862907,0.541482,0.175678
0.722457,0.721051,0.833166
0.385039,0.115448,0.849788
0.726488,0.180978,0.378092
0.0105363,0.772203,0.403582
0.402995,0.548022,0.637356
0.00412177,0.813857,0.553696
0.349137,0.501319,0.0403256
0.68428,0.924789,0.988505
0.419042,0.5221,0.0667966
0.957571,0.385007,0.608278
0.133249,0.107464,0.329329
0.966415,0.492503,0.444777
0.816203,0.218991,0.625756
0.194295,0.229527,0.397958
0.597877,0.632522,0.94598
0.235232,0.636644,0.759837
0.788928,0.985781,0.261156
0.829254,0.670061,0.185945
0.817759,0.0891027,0.708046
0.884556,0.046674,0.0930528
0.492834,0.179923,0.200517
0.822164,0.146338,0.69302
0.266941,0.962541,0.912011
0.892696,0.156837,0.141538
0.290655,0.754713,0.77406
0.236635,0.989945,0.410704
0.996472,0.778874,0.396485
0.257629,0.608128,0.0665456
0.443574,0.425887,0.155648
0.15162,0.310443,0.202322
0.244672,0.803277,0.382245
0.445189,0.625441,0.528583
0.138209,0.892381,0.491125
0.0502195,0.785078,0.647961
0.191757,0.0757324,0.402675
0.965817,0.312367,0.39262
0.37652,0.308839,0.171494
0.773005,0.566468,0.779621
0.839551,0.0100419,0.205508
0.995199,0.161661,0.515951
0.197522,0.406334,0.319227
0.579767,0.851523,0.944668
0.10835,0.989732,0.837049
0.599475,0.0399511,0.622127
0.247437,0.231708,0.697859
0.650111,0.197525,0.0102268
0.0427312,0.574046,0.319066
0.214225,0.347051,0.885534
0.993846,0.186602,0.895576
0.199354,0.181801,0.0572374
0.715305,0.379323,0.463571
0.0345321,0.95909,0.315094
0.9792,0.0674403,0.304826
0.816249,0.666915,0.344777
0.438376,0.914352,0.576485
0.136236,0.564463,0.77401
0.146463,0.607195,0.348056
0.465529,0.821419,0.695107
0.351063,0.815266,0.881709
0.246639,0.0146196,0.0635107
0.303876,0.729924,0.442834
0.767448,0.764456,0.401924
0.0825416,0.743656,0.469364
0.387367,0.559906,0.13628
0.732144,0.998282,0.0506317
0.308629,0.134518,0.615095
0.0826398,0.280981,0.22229
0.430696,0.74651,0.0437091
0.125803,0.0975728,0.858975
0.00751244,0.344212,0.873594
0.0710231,0.648088,0.603519
0.513857,0.415536,0.367975
0.915781,0.498077,0.111631
0.385145,0.885445,0.671537
0.521425,0.617589,0.66982
0.572056,0.926218,0.804338
0.187151,0.00885792,0.0853188
0.409441,0.439554,0.831829
0.45315,0.565357,0.929401
0.312125,0.572869,0.273613
0.185719,0.643893,0.921701
0.789238,0.15775,0.337237
0.157213,0.0735303,0.835314
0.268844,0.458675,0.720759
0.940381,0.9801,0.338347
0.610201,0.552156,0.264566
0.414539,0.739307,0.273424
0.499858,0.148748,0.712977
0.331686,0.601898,0.278334
0.261088,0.914023,0.851204
0.534701,0.0997419,0.495096
0.456402,0.888979,0.652846
0.793639,0.0461921,0.726376
0.628953,0.315036,0.185051
0.349712,0.255417,0.165151
0.688059,0.865618,0.717307
0.952625,0.280157,0.456615
0.226048,0.780015,0.605363
0.939026,0.111701,0.207261
0.21736,0.372789,0.121284
0.068564,0.90749,0.221026
0.56366,0.363892,0.110006
0.216506,0.157531,0.156198
0.942883,0.786484,0.471234
0.127934,0.136196,0.726651
0.293086,0.824255,0.59227
0.0103928,0.77688,0.872427
0.467008,0.00292832,0.652442
0.0723705,0.941954,0.764143
0.279632,0.159314,0.136932
0.400916,0.227878,0.0444224
0.621943,0.791539,0.408314
0.731948,0.00804518,0.565845
0.888146,0.950928,0.352329
0.35938,0.0788622,0.488525
0.0860313,0.371948,0.31278
0.678301,0.38234,0.0896604
0.550728,0.849348,0.0925887
0.20317,0.921719,0.0345428
0.967313,0.20135,0.193857
0.104246,0.602267,0.421735
0.148668,0.224209,0.213274
0.556983,0.956158,0.221319
0.122828,0.844304,0.172247
0.475157,0.203684,0.251109
0.963683,0.289715,0.623057
0.276463,0.968016,0.00539741
0.366124,0.518744,0.854745
0.458712,0.721914,0.776464
0.493255,0.689228,0.977814
0.687112,0.793473,0.580081
0.108847,0.942142,0.80429
0.322121,0.499124,0.760448
0.54344,0.621952,0.604752
0.715687,0.0971096,0.808435
0.966797,0.0607923,0.0981502
0.589853,0.337255,0.0661663
0.595251,0.703379,0.58491
0.449996,0.162091,0.306825
0.22646,0.655346,0.996052
0.204275,0.342458,0.789526
0.784356,0.451305,0.731667
0.588646,0.773427,0.230792
0.349094,0.316867,0.852744
0.953846,0.0325542,0.949853
0.762281,0.999351,0.0106455
0.860431,0.589204,0.347901
0.926597,0.184455,0.05128
0.511508,0.634452,0.213371
0.818332,0.860912,0.868717
0.814385,0.0651866,0.211176
0.603911,0.849543,0.662481
0.335578,0.438189,0.435908
0.566369,0.787283,0.752774
0.419113,0.741129,0.785329
0.368966,0.503409,0.784679
0.379612,0.36384,0.373884
0.727513,0.290438,0.558339
0.778793,0.801945,0.19279
0.992164,0.620278,0.0537023
0.860882,0.434663,0.118889
0.0720572,0.0385732,0.968431
0.734538,0.374151,0.40662
0.170446,0.940521,0.193903
0.92322,0.359634,0.935032
0.708549,0.7286,0.438441
0.493228,0.108212,0.802281
0.867112,0.835725,0.0927189
0.425451,0.614518,0.894664
0.618241,0.606682,0.514942
0.671944,0.467564,0.949605
0.790833,0.539621,0.988178
0.759264,0.274159,0.362329
0.165884,0.444605,0.30285
0.359787,0.367826,0.662484
0.294819,0.0763746,0.391084
0.73326,0.569603,0.499296
0.535541,0.436715,0.335022
0.62826,0.862166,0.94954
0.522924,0.480408,0.556222
0.0378665,0.152351,0.0237863
0.987471,0.943184,0.563408
0.97565,0.702448,0.837567
0.337979,0.868332,0.282172
0.640829,0.228119,0.649998
0.303313,0.522938,0.726373
0.694397,0.256197,0.295976
0.193693,0.791738,0.732691
0.528715,0.419998,0.594857
0.478254,0.942922,0.0752642
0.0344767,0.980789,0.227615
0.058263,0.96826,0.170799
0.621671,0.94391,0.873247
0.459238,0.281889,0.741579
0.74141,0.922718,0.969698
0.391408,0.22603,0.492636
0.11778,0.920427,0.748833
0.413756,0.11412,0.540571
0.146447,0.642835,0.960569
0.741303,0.121089,0.903492
0.816568,0.155566,0.884281
0.044183,0.213829,0.852541
0.214982,0.835499,0.796451
0.0882293,0.294737,0.0783394
0.829808,0.0361469,0.00105693
0.799506,0.427555,0.227087
0.292142,0.545335,0.147514
0.0409747,0.959091,0.261634
0.581546,0.105538,0.904469
0.542115,0.846841,0.0255576
0.445607,0.663409,0.181123
0.329888,0.707592,0.394952
0.182429,0.922574,0.230452
0.97888,0.0108035,0.525189
0.057219,0.840612,0.561335
0.0582759,0.640118,0.98889
0.285363,0.932259,0.534225
0.432877,0.973234,0.493317
0.694511,0.55478,0.598855
0.59898,0.0968953,0.445696
0.624537,0.542503,0.109105
0.805661,0.872391,0.816697
0.200613,0.0548195,0.739271
0.431064,0.0336991,0.750074
0.956253,0.0909181,0.590686
0.517588,0.149194,0.230804
0.506478,0.434557,0.163063
0.0407038,0.867434,0.136297
0.534021,0.561945,0.691076
0.132875,0.160925,0.787972
0.578571,0.785462,0.330474
0.687676,0.591122,0.202865
0.504373,0.791735,0.257685
0.243644,0.2228,0.291384
0.993718,0.179053,0.382302
0.584404,0.696641,0.531496
0.815207,0.203119,0.966053
0.97827,0.243823,0.833487
0.114567,0.777844,0.395432
0.805643,0.910719,0.556357
0.593615,0.48929,0.341819
0.924089,0.176966,0.932941
0.126954,0.681338,0.724677
0.384639,0.924982,0.947476
0.676023,0.9187,0.126529
0.0583244,0.503104,0.82317
0.58982,0.318311,0.0262889
0.555873,0.296582,0.270112
0.38936,0.411148,0.0479556
0.784793,0.216792,0.958674
0.34115,0.810406,0.447964
0.682968,0.734496,0.62493
0.61591,0.86145,0.306269
0.340586,0.246089,0.231251
0.288063,0.922111,0.149951
0.414591,0.980436,0.653055
0.237761,0.570256,0.971366
0.26405,0.126129,0.267948
0.534162,0.515489,0.679096
0.582118,0.300282,0.895888
0.540792,0.641432,0.706294
0.988756,0.3244,0.44079
0.613686,0.94031,0.30224
0.919955,0.280896,0.548328
0.151205,0.568959,0.47044
0.301156,0.98355,0.450875
0.954211,0.221311,0.0211313
0.925577,0.485361,0.14726
0.193525,0.019523,0.66275
0.872621,0.60164,0.963032
0.768508,0.142432,0.604464
0.474802,0.131189,0.928864
0.915592,0.744875,0.869174
0.217832,0.66483,0.15007
0.76616,0.816035,0.719029
0.2366,0.117191,0.702579
0.687475,0.0714022,0.92389
0.708607,0.996979,0.409251
0.855867,0.190504,0.428774
0.518617,0.0631243,0.0304147
0.481649,0.831633,0.172847
0.0861126,0.306435,0.304036
0.0149763,0.222027,0.0489106
0.88415,0.439859,0.71374
0.0342198,0.20602,0.529776
0.753249,0.44262,0.646967
0.455828,0.130095,0.718369
0.379718,0.838702,0.715349
0.788969,0.694569,0.905852
0.217743,0.213186,0.968977
0.248158,0.694835,0.800609
0.421005,0.780948,0.107044
0.725041,0.795924,0.329072
0.773951,0.680074,0.768931
0.487692,0.714294,0.974951
0.0174677,0.467542,0.417571
0.664435,0.92337,0.547666
0.382804,0.303088,0.386368
0.0981528,0.0920566,0.0809375
0.00400502,0.3098,0.294124
0.972982,0.557958,0.988959
0.773591,0.978963,0.769907
0.880635,0.704004,0.565831
0.209707,0.477955,0.245905
0.978638,0.965647,0.960199
0.953589,0.983115,0.427741
0.37116,0.647549,0.351111
0.918826,0.0303537,0.654199
0.305194,0.128507,0.746255
0.386132,0.132512,0.056055
0.680256,0.105493,0.614013
0.669215,0.879084,0.592976
0.439122,0.759719,0.296979
0.00495271,0.969426,0.774934
0.250858,0.948064,0.740581
0.211057,0.901654,0.723696
0.638798,0.272814,0.371245
0.989909,0.19164,0.401599
0.644108,0.496834,0.530105
0.390363,0.882966,0.662617
0.446418,0.563222,0.76811
0.0604306,0.232437,0.647194
0.653406,0.671559,0.406913
0.950385,0.676511,0.376339
0.725319,0.927369,0.324404
0.4659,0.138426,0.226057
0.189596,0.777224,0.498871
0.560841,0.767132,0.690511
0.96244,0.41124,0.187346
0.492545,0.801603,0.0703119
0.155162,0.248021,0.633534
0.923272,0.308451,0.865971
0.570465,0.961857,0.53753
0.977379,0.912243,0.214041
0.353718,0.637562,0.141411
0.678121,0.103463,0.279836
0.904179,0.293058,0.0570599
0.40305,0.853899,0.824192
0.0935612,0.816339,0.235432
0.280907,0.308884,0.0370351
0.351219,0.464045,0.285056
0.984753,0.387317,0.593507
0.850724,0.957783,0.555365
0.388254,0.935161,0.467607
0.602295,0.288879,0.10517
0.743706,0.967,0.208632
0.0235421,0.871179,0.501691
0.0806019,0.274229,0.35559
0.904794,0.36779,0.171929
0.140226,0.648697,0.480813
0.177261,0.999916,0.944858
0.462317,0.984668,0.332175
0.0558243,0.835392,0.289958
0.611189,0.223646,0.225119
0.0787963,0.825941,0.513998
0.183966,0.569647,0.480998
0.392598,0.593189,0.352177
0.894288,0.673791,0.626406
0.249878,0.578585,0.994197
0.421807,0.718811,0.642894
0.90262,0.896073,0.642809
0.847478,0.35839,0.627478
0.179653,0.414214,0.46287
0.469611,0.0254032,0.686516
0.69473,0.1042,0.512457
0.208727,0.288165,0.0821032
0.689725,0.680763,0.675292
0.0419023,0.575052,0.349083
0.668309,0.82493,0.927667
0.662505,0.246737,0.646479
0.305399,0.149357,0.542551
0.948208,0.996835,0.900941
0.575686,0.176488,0.315155
0.0385556,0.646099,0.340559
0.725071,0.340829,0.444758
0.237528,0.549556,0.732923
0.319631,0.239281,0.413687
0.994923,0.281184,0.988738
0.344005,0.949492,0.813668
0.271673,0.611998,0.0604058
0.918151,0.917396,0.209763
0.460703,0.865605,0.206598
0.361644,0.44129,0.383086
0.676799,0.479846,0.0291854
0.0173577,0.204917,0.370014
0.462116,0.442445,0.91957
0.195039,0.762076,0.158852
0.608726,0.756999,0.440035
0.597464,0.101004,0.389528
0.411133,0.372677,0.00152528
0.471538,0.290828,0.918922
0.681301,0.751531,0.784526
0.887899,0.113175,0.225817
0.270986,0.789974,0.705663
0.300171,0.807332,0.91058
0.670185,0.269447,0.353025
0.589756,0.464487,0.1151
0.748607,0.0732124,0.872099
0.188643,0.670677,0.973103
0.578171,0.0818092,0.34578
0.579696,0.553348,0.636608
0.498618,0.234649,0.388139
0.283144,0.122548,0.501314
0.508961,0.393534,0.291288
0.214623,0.693705,0.0986194
0.125203,0.36389,0.368067
0.478228,0.953646,0.832553
0.593328,0.702253,0.905766
0.465427,0.890896,0.576442
0.43853,0.469067,0.658252
0.784309,0.0487627,0.211599
0.420917,0.54738,0.446248
0.809056,0.830524,0.568797
0.31037,0.339485,0.962331
0.601658,0.554108,0.656035
0.700277,0.679311,0.0199257
0.0683438,0.157539,0.973572
0.900897,0.750867,0.675825
0.806663,0.216294,0.566721
0.383105,0.654823,0.0357876
0.0413567,0.439133,0.0845503
0.252956,0.86005,0.631931
0.699204,0.669106,0.462455
0.268001,0.979476,0.801939
0.230331,0.581134,0.356047
0.886367,0.281411,0.0353586
0.906292,0.349755,0.192897
0.879864,0.250652,0.943764
0.555689,0.0573146,0.160058
0.122409,0.44042,0.814881
0.158197,0.481776,0.254014
0.242747,0.734732,0.114063
0.874678,0.433936,0.78317
0.337133,0.701937,0.762646
0.139072,0.932268,0.343779
0.495119,0.818634,0.62519
0.530478,0.724927,0.974945
0.723375,0.604791,0.225596
0.66714,0.160479,0.282911
0.827197,0.282889,0.723331
0.642078,0.441086,0.205107
0.896092,0.683833,0.93984
0.0101554,0.558511,0.373776
0.793325,0.895643,0.0757127
0.555971,0.0347154,0.00798067
0.89975,0.529835,0.826615
0.52494,0.0603128,0.551542
0.499885,0.783688,0.156332
0.725481,0.450828,0.316812
0.0083922,0.278025,0.5997
0.731723,0.920103,0.040786
0.93683,0.816195,0.724619
0.87667,0.826351,0.28313
0.250446,0.619676,0.178773
0.326158,0.175646,0.213489
0.334139,0.0753964,0.743324
0.160754,0.600336,0.803636
0.712296,0.100221,0.587325
0.868629,0.825702,0.0381522
0.18544,0.834095,0.316177
0.785141,0.565818,0.236281
0.825927,0.502648,0.0524759
0.550546,0.379318,0.878827
0.833676,0.629763,0.498502
0.0124489,0.955922,0.674149
0.225938,0.290061,0.749545
0.969261,0.450815,0.349882
0.772897,0.163111,0.450103
0.360222,0.0317399,0.275805
0.398374,0.21718,0.1099
0.714551,0.00232071,0.675717
0.950832,0.828247,0.178365
0.00330785,0.378793,0.557683
0.882134,0.212468,0.187446
0.380637,0.224917,0.143368
0.0547854,0.450855,0.433429
0.80433,0.420116,0.884244
0.154212,0.193013,0.0473552
0.604315,0.553235,0.0790951
0.88012,0.951609,0.296275
0.990019,0.666161,0.298596
0.665737,0.616993,0.126843
0.844102,0.620301,0.505636
0.401784,0.502435,0.718105
0.58923,0.883072,0.943022
0.732598,0.937857,0.393877
0.166027,0.742188,0.813993
0.0502711,0.8964,0.00700607
0.0976263,0.500714,0.560241
0.176721,0.380834,0.511851
0.472997,0.370853,0.178012
0.771593,0.03659,0.795005
0.898436,0.880692,0.415305
0.404072,0.282476,0.917741
0.122177,0.871706,0.800812
0.0651985,0.604305,0.73867
0.459075,0.770332,0.480857
0.273068,0.820603,0.377257
0.280074,0.918229,0.877971
0.840315,0.0949505,0.258805
0.352166,0.567947,0.629659
0.530178,0.33954,0.666249
0.325183,0.237976,0.54694
0.740488,0.642048,0.829416
0.658229,0.764224,0.701123
0.459041,0.829423,0.305427
0.197711,0.288498,0.075759
0.678568,0.561566,0.896362
0.0558249,0.84164,0.814591
0.933796,0.681955,0.909541
0.192602,0.0341217,0.477488
0.822261,0.5643,0.817028
0.488509,0.889482,0.0550039
0.0354499,0.62997,0.697052
0.864866,0.288199,0.461276
0.565989,0.74724,0.290699
0.871416,0.944951,0.579197
0.947175,0.623518,0.140763
0.843537,0.679343,0.982403
0.658128,0.61314,0.664359
0.567669,0.805741,0.69848
0.0451576,0.628002,0.26278
0.862186,0.116511,0.152263
0.91719,0.151961,0.782233
0.614241,0.0168275,0.0704321
0.0755175,0.582816,0.817672
0.366216,0.454233,0.762623
0.945413,0.401408,0.386141
0.0861766,0.244945,0.0654844
0.0685797,0.903073,0.678624
0.732938,0.470742,0.484365
0.431419,0.5159,0.112367
0.694199,0.378085,0.228879
0.846462,0.295275,0.38084
0.628695,0.909517,0.397667
0.699127,0.985034,0.980484
0.516799,0.351251,0.434716
0.279421,0.296664,0.836124
0.665562,0.382841,0.081069
0.731047,0.45142,0.984142
0.409671,0.184359,0.454884
0.894036,0.615778,0.970783
0.00640362,0.309977,0.348868
0.235282,0.156438,0.644144
0.616122,0.785133,0.55366
0.0137894,0.484259,0.538694
0.994273,0.00105805,0.889945
0.428989,0.280479,0.186609
0.265114,0.946042,0.56945
0.346183,0.677089,0.0208702
0.330324,0.0867597,0.205229
0.785208,0.980796,0.821007
0.755991,0.9872,0.130983
0.104859,0.222482,0.287421
0.749003,0.838604,0.0725537
0.302663,0.852393,0.556813
0.841358,0.846667,0.557871
0.731303,0.275656,0.83835
0.917912,0.54077,0.784392
0.487362,0.886952,0.461481
0.508232,0.217276,0.548241
0.713461,0.00248398,0.529037
0.534468,0.758475,0.516236
0.665451,0.863334,0.738718
0.952872,0.612337,0.577322
0.0254254,0.915,0.429716
